QStateAction{x=4, y=3, action=2, gems=[true, true, true, true, true, true, true, true, true]} = -0.8
QStateAction{x=4, y=4, action=3, gems=[false, true, true, false, false, true, false, false, false]} = -2.1451466
QStateAction{x=2, y=1, action=3, gems=[false, true, true, false, false, true, false, false, false]} = -4.946
QStateAction{x=0, y=0, action=2, gems=[false, true, false, false, false, true, false, false, false]} = -3.5
QStateAction{x=3, y=1, action=0, gems=[false, true, true, false, false, true, false, false, true]} = -2.0235002
QStateAction{x=1, y=4, action=0, gems=[false, true, true, false, false, true, true, false, true]} = -1.7425
QStateAction{x=3, y=2, action=2, gems=[false, true, true, false, false, true, false, false, true]} = -1.2733151
QStateAction{x=2, y=0, action=1, gems=[false, true, true, false, false, true, false, false, true]} = -1.0
QStateAction{x=2, y=1, action=3, gems=[false, true, true, false, false, true, false, false, true]} = -2.4
QStateAction{x=0, y=3, action=3, gems=[false, false, false, false, false, false, true, false, false]} = -2.4
QStateAction{x=3, y=3, action=1, gems=[false, true, false, false, false, false, true, false, false]} = -4.3
QStateAction{x=3, y=0, action=0, gems=[false, false, true, false, false, true, false, true, true]} = -1.5
QStateAction{x=3, y=4, action=3, gems=[false, true, false, false, false, false, true, false, false]} = -5.2085
QStateAction{x=2, y=2, action=2, gems=[false, true, false, false, false, false, true, false, false]} = -6.175
QStateAction{x=3, y=1, action=2, gems=[false, false, false, false, false, false, false, false, true]} = -1.7
QStateAction{x=3, y=1, action=0, gems=[false, true, true, false, false, true, false, false, false]} = -4.5238414
QStateAction{x=2, y=0, action=0, gems=[true, true, true, false, false, true, false, false, false]} = -3.0
QStateAction{x=2, y=0, action=1, gems=[false, true, true, false, false, true, false, false, false]} = -4.283576
QStateAction{x=3, y=2, action=2, gems=[false, true, true, false, false, true, false, false, false]} = -5.573315
QStateAction{x=3, y=4, action=3, gems=[false, true, false, false, false, false, true, false, true]} = 0.90000004
QStateAction{x=3, y=0, action=0, gems=[false, false, false, false, false, false, false, false, false]} = 0.0
QStateAction{x=1, y=3, action=0, gems=[false, false, false, false, false, false, true, false, false]} = -3.7296853
QStateAction{x=0, y=2, action=1, gems=[false, false, false, false, false, false, true, false, false]} = -6.903965
QStateAction{x=4, y=3, action=3, gems=[false, false, false, false, false, false, false, false, false]} = 0.0
QStateAction{x=3, y=1, action=2, gems=[false, false, false, false, false, false, false, false, false]} = 0.0
QStateAction{x=0, y=0, action=1, gems=[false, true, false, false, false, true, false, false, false]} = -4.6610003
QStateAction{x=1, y=1, action=0, gems=[false, true, false, false, false, true, false, false, false]} = -4.48
QStateAction{x=4, y=3, action=2, gems=[false, true, true, false, false, true, false, false, false]} = -4.0477347
QStateAction{x=2, y=0, action=2, gems=[false, true, true, false, false, true, false, false, false]} = -6.8
QStateAction{x=3, y=2, action=3, gems=[false, true, true, false, false, true, false, false, false]} = -2.4573677
QStateAction{x=4, y=2, action=0, gems=[false, true, true, false, false, true, false, false, false]} = -3.0985
QStateAction{x=0, y=1, action=3, gems=[false, true, false, false, false, true, false, false, false]} = -4.2000003
QStateAction{x=3, y=1, action=1, gems=[false, true, true, false, false, true, false, false, true]} = -1.0
QStateAction{x=2, y=4, action=3, gems=[false, true, false, false, false, true, false, false, true]} = 2.4
QStateAction{x=2, y=0, action=2, gems=[false, true, true, false, false, true, false, false, true]} = -2.6235
QStateAction{x=0, y=3, action=2, gems=[false, true, true, false, false, true, true, false, true]} = -1.2
QStateAction{x=2, y=0, action=4, gems=[false, false, false, false, false, false, false, false, false]} = 0.0
QStateAction{x=0, y=2, action=2, gems=[false, false, false, false, false, false, true, false, false]} = -2.052
QStateAction{x=3, y=3, action=0, gems=[false, true, false, false, false, false, true, false, false]} = -4.9
QStateAction{x=3, y=3, action=1, gems=[false, false, true, false, false, true, false, false, false]} = -5.9260154
QStateAction{x=4, y=4, action=0, gems=[false, false, true, false, false, true, false, false, false]} = -4.6
QStateAction{x=4, y=1, action=0, gems=[false, false, false, false, false, false, false, false, true]} = -2.228708
QStateAction{x=3, y=1, action=3, gems=[false, false, false, false, false, false, false, false, true]} = -6.617977
QStateAction{x=2, y=3, action=3, gems=[false, true, false, false, false, false, true, false, false]} = 25.5
QStateAction{x=4, y=1, action=0, gems=[false, false, true, false, false, true, false, true, true]} = -5.6
QStateAction{x=3, y=0, action=1, gems=[false, false, false, false, false, false, false, false, true]} = -2.2945
QStateAction{x=2, y=2, action=2, gems=[false, false, true, false, false, true, false, false, false]} = -22.877
QStateAction{x=3, y=4, action=3, gems=[false, false, true, false, false, true, false, false, false]} = -6.2629714
QStateAction{x=3, y=1, action=3, gems=[false, false, true, false, false, true, false, true, true]} = -1.4
QStateAction{x=3, y=1, action=1, gems=[false, true, true, false, false, true, false, false, false]} = -1.9793218
QStateAction{x=3, y=0, action=1, gems=[false, false, true, false, false, true, false, true, true]} = -5.707015
QStateAction{x=2, y=0, action=4, gems=[false, false, false, false, false, false, false, false, true]} = -9.6
QStateAction{x=2, y=1, action=0, gems=[false, false, true, false, false, true, false, false, true]} = -3.2
QStateAction{x=2, y=3, action=3, gems=[false, true, false, false, false, false, true, false, true]} = -1.3000001
QStateAction{x=2, y=2, action=2, gems=[false, false, true, false, false, true, false, false, true]} = 2.4
QStateAction{x=4, y=1, action=0, gems=[false, false, false, false, false, false, false, false, false]} = 0.0
QStateAction{x=3, y=1, action=3, gems=[false, false, false, false, false, false, false, false, false]} = 0.0
QStateAction{x=4, y=2, action=2, gems=[false, false, false, false, false, false, false, false, false]} = 0.0
QStateAction{x=3, y=0, action=1, gems=[false, false, false, false, false, false, false, false, false]} = 0.0
QStateAction{x=0, y=4, action=1, gems=[true, true, true, true, true, true, true, true, true]} = -2.1000001
